Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2019/10/28,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Andorra,AND,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,,,,,,,,,,,,,,,,,,,,
Andorra,AND,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,,,,,,,,,,,,,,,,,,,,
Andorra,AND,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Andorra,AND,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,0.01569282,0.01569282,0.01569282,0.01569282,0.01569282,0.01569282,0.01569282,0.01569282,0.01569282,0.01569282,0.01569282,0.01569282,0.01569282,,,,,,,
Andorra,AND,Methane emissions (% change from 1990),EN.ATM.METH.ZG,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,,,,,,,,,,,,,,,,,,,,
Andorra,AND,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,
Andorra,AND,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Andorra,AND,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Andorra,AND,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,,,,,,,,,,,,,,,,,,,,
Andorra,AND,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,
Andorra,AND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.019284294,7.786950001,7.590615141,7.315760706,7.358624941,7.299871936,6.746052128,6.519387064,6.427809974,6.121579863,6.122594702,5.867410176,5.916884031,5.901775324,5.832906215,,,,,
Andorra,AND,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,
Andorra,AND,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,524.381,524.381,531.715,535.382,561.051,575.719,546.383,539.049,539.049,517.047,517.047,491.378,487.711,476.71,462.042,,,,,
Andorra,AND,CO2 emissions (kt),EN.ATM.CO2E.KT,524.381,524.381,531.715,535.382,561.051,575.719,546.383,539.049,539.049,517.047,517.047,491.378,487.711,476.71,462.042,,,,,
Andorra,AND,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.196543657,0.187995918,0.179039556,0.160717098,0.156457078,0.14948973,0.135715868,0.133840627,0.146417933,0.145823533,0.154080435,0.153566589,0.154922913,0.150897786,0.142997742,,,,,
Andorra,AND,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Andorra,AND,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Andorra,AND,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,14.89066404,15.77386809,16.22181888,16.91230759,16.87442812,16.90243685,17.48599429,16.94077654,17.42274058,17.51594817,19.09072997,18.97154584,19.19552869,19.56369803,19.88632294,19.74780863,,,,
Andorra,AND,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,100,100,100,100,98.93617021,98.82352941,94.59459459,75,80.05082592,76.54320988,88.73114463,86.51315789,86.6894198,88.7532694,89.43217666,86.1167002,,,,
Andorra,AND,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Andorra,AND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Cereal yield (kg per hectare),AG.YLD.CREL.KG,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Forest area (% of land area),AG.LND.FRST.ZS,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,34.04255319,,,
Andorra,AND,Forest area (sq. km),AG.LND.FRST.K2,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,,,
Andorra,AND,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,,,,,,,,,,,,,,,,,,,,
Andorra,AND,Arable land (% of land area),AG.LND.ARBL.ZS,2.127659574,1.595744681,1.808510689,1.829787264,1.72340426,1.702127685,1.659574407,1.638297832,1.617021256,1.638297832,1.638297832,1.638297832,1.617021256,1.72340426,1.72340426,1.72340426,1.659574407,,,
Andorra,AND,Agricultural land (% of land area),AG.LND.AGRI.ZS,48.93617021,48.40425532,48.61702209,48.63829917,48.53191376,46.3829771,46.34042699,44.19149034,44.17021325,44.19149034,42.06383076,42.06383076,39.9148941,40.02127546,40.02127546,40.02127546,39.95744827,,,
Andorra,AND,Agricultural land (sq. km),AG.LND.AGRI.K2,230,227.5,228.5000038,228.6000061,228.0999947,217.9999924,217.8000069,207.7000046,207.6000023,207.7000046,197.7000046,197.7000046,187.6000023,188.0999947,188.0999947,188.0999947,187.8000069,,,
Arab World,ARB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.9893022,53.25144436,53.51562384,53.80116682,54.10558052,54.47030955,54.86573818,55.14907572,55.57907574,56.00977005,56.44087919,56.79194789,57.09853744,57.40093871,57.69248024,58.03146668,58.34527528,58.64148349,58.92541859,
Arab World,ARB,Urban population,SP.URB.TOTL,149612197,153594293,157691914,162002764,166570979,171562844,176916084,182152279,188077348,194146230,200303061,206244906,212088831,217954646,223793603,229821020,235729166,241543662,247363361,
Arab World,ARB,Urban population growth (annual %),SP.URB.GROW,2.634066945,2.661611874,2.667821128,2.733716581,2.819837691,2.996839564,3.120279354,2.959705461,3.252810798,3.226801135,3.171233868,2.966427458,2.833488164,2.765734986,2.678977993,2.693292802,2.570759629,2.466600166,2.409377647,
Arab World,ARB,"Population, total",SP.POP.TOTL,282344154,288432163,294665185,301113849,307862843,314965793,322452754,330290716,338395961,346629220,354890042,363158703,371443547,379705719,387907748,396028278,404024433,411898965,419790588,
Arab World,ARB,Population growth (annual %),SP.POP.GROW,2.152839971,2.156236959,2.161001025,2.188471638,2.241342941,2.307180019,2.377071151,2.430731914,2.453973002,2.433025198,2.383186853,2.329921954,2.281328778,2.22434124,2.160101518,2.09341784,2.019086879,1.949023712,1.915912316,
Arab World,ARB,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,60.39189869,58.53684014,56.69500188,54.89139542,53.11981815,51.37324486,49.62075025,47.84750355,46.03277811,44.29512234,42.73769379,41.41839009,40.25993841,39.16084844,38.20435962,37.27309421,36.50731919,35.71469563,34.99293728,
Arab World,ARB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,75.54741669,76.56347656,77.41953278,79.82804108,81.66796875,82.69515228,80.90484619,82.70838165,84.57465363,82.89109802,84.36583,85.17569,87.03526,85.06061,85.99188,85.61407,85.12254,84.44785,84.96593,
Arab World,ARB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.87729001,0.886300027,0.895259976,0.903349996,0.906939983,0.913670003,0.917309999,0.920419991,0.923160017,0.924130023,0.92543,0.92372,0.92969,0.93009,0.93132,0.93496,0.93578,0.93879,0.94112,
Arab World,ARB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,7.473839864,7.907519922,7.774573083,7.48365911,6.761778931,6.128725664,5.797304838,5.441997472,4.646777343,5.404777376,5.17587407,5.0715797,5.008647338,5.232711197,5.189822922,5.494581916,5.478197116,5.371463164,4.427337355,
Arab World,ARB,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,2.66,2.62,2.64,2.66,2.68,2.66,2.66,2.64,2.64,2.64,2.62,2.62,2.4,2.54,
Arab World,ARB,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,,,,,,,,,,,,,,,,,4.53237253,4.898731272,4.898731272,
Arab World,ARB,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,,,,,,,,,,,,,,,,,1.775274181,1.948800643,1.948800643,
Arab World,ARB,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,,,,,,,,,,,,,,,,,5.377980835,5.787351816,5.787351816,
Arab World,ARB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,22.32376564,22.40899229,22.52992349,22.61715156,22.60006232,22.61541591,22.64493365,22.5433015,22.66634683,22.79776356,22.91191361,22.65908465,22.53095873,22.49155096,22.51908688,22.78199504,23.12593129,23.33045455,23.5495003,
Arab World,ARB,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,7.672435593,,,,,,,,,,7.72000301,,,,,,,,,
Arab World,ARB,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,3.844723573,,,,,,,,,,3.973868799,,,,,,,,,
Arab World,ARB,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,3.827712019,,,,,,,,,,3.74613421,,,,,,,,,
Arab World,ARB,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,,,,,,,,,,,8828.254273,,,,,,,,,
Arab World,ARB,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,13.86150169,10.85889992,14.5426094,11.73516902,14.70200665,20.58804927,43.32086777,101.4987275,68.47115924,68.39547746,64.23721146,65.95420307,67.67119468,,,,,,,
Arab World,ARB,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,109651.9867,106760.3925,110307.9135,107604.2655,110461.4177,116129.8505,138022.2257,194049.2216,162242.6986,162169.8149,158165.282,159818.7956,161472.3092,,,,,,,
Arab World,ARB,Methane emissions (% change from 1990),EN.ATM.METH.ZG,34.93153098,34.71063385,37.81575963,43.73687028,48.21291838,55.39135962,65.90718546,82.72061214,78.55168587,79.54586554,83.26829015,85.37717067,87.48604721,,,,,,,
Arab World,ARB,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,338834.635,338279.927,346077.394,360946.249,372186.321,390212.534,416619.453,458840.654,448371.814,450868.358,460215.961,465511.697,470807.423,,,,,,,
Arab World,ARB,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,130.1754614,122.2948546,139.7744284,144.2089234,106.5666228,119.9130382,115.3614895,193.0071366,194.0778327,196.9903067,139.3640307,208.9130852,137.4298411,,,,,,,
Arab World,ARB,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1850378.159,1787026.042,1927544.155,1963193.015,1660586.949,1767878.645,1731288.792,2355481.347,2364088.663,2387502.011,1924244.973,2483349.104,1908696.042,,,,,,,
Arab World,ARB,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,1298.851895,939.9353582,1225.015914,1175.291171,1128.486593,1271.592743,882.8526562,1184.747078,1156.625617,1107.324152,921.8140563,921.8140563,921.8140563,,,,,,,
Arab World,ARB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,448929.7603,327726.4991,407364.1565,393261.0226,398597.7401,424003.6078,313880.8766,410623.7531,369477.1946,305174.4683,244334.5356,277613.8008,246998.3503,,,,,,,
Arab World,ARB,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1.524640405,1.775973614,1.866032342,1.675407785,1.586762536,1.567941343,1.597414418,1.626595045,1.488212277,1.220456738,1.351538057,1.206308148,1.34826829,1.253323362,1.46711296,,,,,
Arab World,ARB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.313138881,0.306171404,0.310794675,0.320291933,0.321385387,0.320253288,0.31623097,0.297617255,0.308420436,0.323884569,0.321540776,0.314089718,0.31973695,0.306431375,0.319723442,,,,,
Arab World,ARB,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.39351464,0.37650051,0.37623463,0.380662339,0.371948256,0.359441647,0.344501801,0.315742314,0.320960314,0.334503109,0.328257453,0.314089718,0.313720269,0.295479654,0.302572329,,,,,
Arab World,ARB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.703857081,3.607956149,3.604612754,3.796467412,4.068562415,4.185677306,4.285719182,4.117147549,4.408948273,4.562015124,4.636813439,4.559461655,4.837779594,4.674924823,4.886987513,,,,,
Arab World,ARB,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,59.64647138,59.82388262,56.48640437,58.23413367,57.6861372,54.95861102,55.13441367,52.93202386,53.56064926,54.96971468,54.24380721,52.44373183,52.58919753,52.07272457,52.61655161,,,,,
Arab World,ARB,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,623760.367,622557.591,599972.538,665714.514,722553.014,724544.195,761925.593,719799.097,799108.973,869251.349,892613.806,868367.602,945007.902,924340.69,998716.6484,,,,,
Arab World,ARB,CO2 emissions (kt),EN.ATM.CO2E.KT,1045762.394,1040650.596,1062153.884,1143168.915,1252559.192,1318345.172,1381941.953,1359855.612,1491970.288,1581327.744,1645558.916,1655808.181,1796962.012,1775095.691,1895700.321,,,,,
Arab World,ARB,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.76469446,0.748872615,0.759891369,0.776541449,0.778142343,0.77472533,0.762559837,0.717569009,0.743989282,0.785185392,0.779862785,0.757239247,0.770502287,0.737767596,0.769012647,,,,,
Arab World,ARB,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,31.93153846,31.59929243,34.5707953,33.53830855,33.30883903,35.78449916,35.30259328,36.57789427,36.4109383,34.89792038,36.24283562,38.38305543,37.60356382,38.08433852,37.52721539,,,,,
Arab World,ARB,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,346407.8088,341127.7935,380918.1109,397728.1887,432805.2936,489394.2766,506094.037,515995.9678,563542.7344,571611.1152,617752.9564,658842.2123,700486.4716,700809.59,736462.854,,,,,
Arab World,ARB,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,3.018297175,2.795017933,2.72080737,2.88450655,2.974146915,2.946280966,2.888809942,2.720899091,2.780559355,2.800465969,2.750498501,2.757789082,2.769331284,2.740287865,2.805363371,,,,,
Arab World,ARB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1284.964169,1351.659471,1387.55357,1379.588735,1428.552951,1483.609005,1550.244389,1581.776568,1666.034418,1712.024615,1772.404084,1738.294881,1848.883591,1805.698744,1961.366524,,,,,
Arab World,ARB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1517.005675,1580.093902,1648.29283,1718.913222,1765.840771,1840.432063,1940.406475,1995.377548,2061.82274,2119.801726,2296.780903,2332.708771,2371.597009,2427.835367,2501.479657,,,,,
Arab World,ARB,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,102.3857652,108.2170082,112.8583265,109.7889527,106.8541225,106.8376342,107.7942391,107.670899,109.5042099,114.8025007,116.2819173,113.6597102,116.4580172,113.3399192,116.3512558,,,,,
Arab World,ARB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.609618379,6.428216218,6.280437056,6.381948158,6.718286701,6.371205285,6.180542878,5.600932865,5.153669002,5.049516514,4.839533843,4.697129592,4.167045031,4.226176912,4.170017467,4.094036566,,,,
Arab World,ARB,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.04970493,0.094702486,0.084601578,0.113042609,0.134836737,0.129308125,0.127293726,0.164995978,0.165959527,0.204184724,0.285971377,0.2820339,0.253883823,0.355384788,0.418328271,0.45425866,,,,
Arab World,ARB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,227000000,459000000,436000000,613000000,775000000,808000000,846000000,1166000000,1262000000,1631000000,2515000000,2561000000,2436000000,3534000000,4457000000,5117000000,,,,
Arab World,ARB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,4.46423747,4.617561634,3.755548631,3.943509658,3.913530097,4.474439922,4.119493989,4.150216715,3.36273905,3.328485767,3.854009912,3.549765635,3.481218522,3.770384961,3.27807342,2.920701686,,,,
Arab World,ARB,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,34.52784707,32.00139353,33.19738741,32.61122532,31.63426428,27.50422226,26.51952628,26.97344629,27.17173019,24.3444276,22.8497384,22.97084073,24.17857794,22.81270666,23.16620682,20.50981845,,,,
Arab World,ARB,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,51.09075593,55.03803107,55.59041601,56.79994641,57.92099057,60.54372847,61.4616541,61.2486014,61.62411273,61.11282589,61.76026609,61.77952035,61.3309736,63.03504435,61.59252587,64.07142183,,,,
Arab World,ARB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,4.389361345,4.497026965,3.651062581,3.810623947,3.758900254,4.322860237,3.970781835,3.963724139,3.179269043,3.106962893,3.547523256,3.249061367,3.210025349,3.390736923,2.834908479,2.438455516,,,,
Arab World,ARB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,1.923164756,2.401399195,2.234762316,2.166988095,2.178091751,2.037403142,1.941304556,1.762740052,1.533613318,1.359937864,1.235532796,1.286167091,1.235651316,1.209756367,1.484657076,1.519196492,,,,
Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,75.26256561,76.65349815,79.02110165,80.20927897,84.11696145,82.86336534,85.08340737,84.67445838,86.00761988,86.42827172,87.07057557,88.17683639,87.34273859,89.13012075,89.67868506,90.2736866,,
Arab World,ARB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.515823969,0.897900838,0.823976114,1.723070353,2.213599745,3.894154504,4.952683293,5.004837871,4.316788266,4.238104064,3.337007123,1.834550292,1.845280865,1.479094468,1.097124001,1.024176916,1.336527308,1.213650697,1.25693937,
Arab World,ARB,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1766.193891,2010.622771,2290.248602,2321.068742,2250.006954,2092.24616,2452.068802,2104.586792,2295.86895,2615.316497,2241.254226,2523.281702,2031.371771,1966.457708,1795.737381,2119.373005,1744.945443,2023.717442,,
Arab World,ARB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Forest area (% of land area),AG.LND.FRST.ZS,1.682036052,1.683075647,1.684114311,1.685179963,1.686220144,1.687258255,1.693576654,1.699901841,1.70622771,1.71293858,1.7192695,1.713112687,1.706957034,1.700830065,1.694674616,1.688517408,1.682361256,,,
Arab World,ARB,Forest area (sq. km),AG.LND.FRST.K2,188984,189100.8031,189217.5014,189334.1986,189450.8969,189567.7,190278.6041,190989.5985,191700.5015,192411.4958,193122.4998,391506.9977,389071.3957,386635.7967,384200.195,381764.5946,379328.9942,,,
Arab World,ARB,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.688231772,,,,,,,,,,0.687681409,,,,,,,,,
Arab World,ARB,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.09771078,,,,,,,,,,0.097746955,,,,,,,,,
Arab World,ARB,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,10786.18462,,,,,,,,,,10786.18462,,,,,,,,,
Arab World,ARB,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.590520992,,,,,,,,,,0.589934454,,,,,,,,,
Arab World,ARB,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,66515.09894,,,,,,,,,,66515.09894,,,,,,,,,
Arab World,ARB,Arable land (% of land area),AG.LND.ARBL.ZS,3.544323311,3.526994203,3.556027357,3.586657761,3.530889992,3.533503613,3.477816502,3.471575515,3.389417375,3.348702576,3.370784869,3.37121781,3.406267752,3.439772269,3.505568577,3.52777579,3.51560591,,,
Arab World,ARB,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.31059636,36.30658227,36.36950821,36.41664963,36.48436202,36.54050096,36.48922135,36.49416292,36.41295443,36.37226089,36.42599021,36.44080821,36.47229995,36.53450274,36.60747488,36.62475947,36.61084951,,,
Arab World,ARB,Agricultural land (sq. km),AG.LND.AGRI.K2,4079652,4079201,4086271,4091501.992,4099106,4105417,4099677.5,4100239.999,4091119.599,4085634.597,4091667.007,4775446.902,4778943.377,4785734.431,4793847.431,4795791.511,4794229.055,,,
United Arab Emirates,ARE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.236,80.655,81.067,81.472,81.871,82.262,82.648,83.023,83.387,83.742,84.087,84.423,84.749,85.066,85.375,85.674,85.965,86.248,86.522,
United Arab Emirates,ARE,Urban population,SP.URB.TOTL,2514646,2663808,2820140,3024185,3330979,3774366,4380488,5121554,5911711,6630166,7189428,7553138,7747411,7824294,7866602,7935897,8047166,8182523,8332898,
United Arab Emirates,ARE,Urban population growth (annual %),SP.URB.GROW,6.04275956,5.762463983,5.70298511,6.985510459,9.662462108,12.49661668,14.89277121,15.62977749,14.34773902,11.46945428,8.098177204,4.935149242,2.539561699,0.987478568,0.539269428,0.877018808,1.392358869,1.668055851,1.821075657,
